Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
0.0,9.9,121.4,14,159.5,777.5,1053.6,275.1
177.0,11.1,0.0,3,186.0,707.9,884.9,439.0
237.5,0.0,0.0,365,228.0,594.0,932.0,237.5
209.4,0.0,0.0,7,192.0,806.9,1047.0,139.6
0.0,0.0,0.0,270,189.0,613.0,1125.0,525.0
106.3,18.6,0.0,3,151.4,803.7,936.0,425.0
133.0,0.0,0.0,3,192.0,806.2,965.4,200.0
119.7,7.2,0.0,28,168.3,794.2,970.4,284.0
0.0,11.0,195.0,28,220.0,713.0,898.0,158.0
200.0,0.0,0.0,28,190.0,660.0,1145.0,200.0
114.0,0.0,0.0,180,228.0,670.0,932.0,266.0
214.0,9.0,152.0,28,200.0,704.0,819.0,157.0
26.0,3.9,123.0,28,210.0,699.0,882.0,491.0
0.0,11.8,97.4,28,160.6,875.6,973.9,277.1
22.0,8.9,132.0,3,168.0,750.0,822.0,424.0
0.0,13.0,200.0,28,181.0,846.0,849.0,164.0
187.0,7.0,195.0,28,185.0,636.0,898.0,167.0
0.0,0.0,0.0,7,192.0,850.0,970.0,310.0
0.0,0.0,0.0,180,203.0,800.0,974.0,322.0
0.0,12.4,99.9,14,146.1,899.8,1006.0,251.8
0.0,0.0,0.0,7,185.0,754.0,1069.0,339.0
189.2,10.1,0.0,7,170.1,756.7,926.1,374.0
22.0,8.5,132.0,56,178.0,750.0,822.0,424.0
153.0,0.0,0.0,90,192.0,942.0,887.0,102.0
0.0,0.0,143.6,3,163.8,900.9,1005.6,165.0
0.0,10.2,174.7,3,154.8,776.4,1053.5,213.7
95.0,0.0,0.0,90,228.0,594.0,932.0,380.0
0.0,12.4,99.9,56,146.1,899.8,1006.0,251.8
0.0,0.0,0.0,28,203.0,817.0,974.0,302.0
0.0,4.5,163.3,100,176.5,780.1,1058.6,166.1
47.5,0.0,0.0,180,228.0,594.0,932.0,427.5
0.0,8.7,100.4,56,159.3,903.6,1007.8,212.5
145.0,8.0,0.0,28,178.0,689.0,1002.0,313.0
0.0,0.0,0.0,90,228.0,594.0,932.0,475.0
95.0,0.0,0.0,365,228.0,594.0,932.0,380.0
151.2,15.9,0.0,91,153.9,605.0,1134.3,379.5
250.2,0.0,0.0,3,203.5,692.6,975.6,166.8
0.0,11.3,124.1,100,158.5,794.9,1078.7,218.9
106.3,16.5,0.0,56,153.5,887.1,852.1,425.0
0.0,0.0,0.0,28,192.0,821.0,1025.0,331.0
0.0,0.0,0.0,270,228.0,594.0,932.0,475.0
0.0,11.7,174.2,3,154.6,775.5,1052.3,213.5
144.7,8.0,0.0,28,127.3,822.2,999.7,312.7
0.0,28.2,0.0,56,141.8,893.7,852.1,531.3
0.0,5.5,95.7,28,187.4,861.2,956.9,250.0
106.3,16.5,0.0,3,153.5,887.1,852.1,425.0
0.0,0.0,0.0,1,200.0,613.0,1125.0,500.0
120.5,9.2,93.9,28,187.6,695.9,904.4,287.3
50.1,6.5,173.5,3,164.8,793.5,1006.2,173.5
0.0,0.0,0.0,90,198.0,863.0,968.0,254.0
0.0,4.6,118.3,56,195.5,758.6,1029.4,230.0
0.0,7.6,167.0,28,169.6,777.8,1055.6,181.4
170.2,8.5,132.6,28,191.6,805.3,814.1,143.7
76.0,0.0,0.0,180,228.0,670.0,932.0,304.0
157.0,0.0,0.0,28,192.0,749.1,972.6,236.0
0.0,0.0,0.0,90,192.0,806.0,1047.0,349.0
0.0,0.0,0.0,3,192.0,712.2,936.2,480.0
0.0,4.5,163.3,3,176.5,780.1,1058.6,166.1
200.9,11.2,0.0,7,144.7,803.7,1004.6,286.3
0.0,0.0,0.0,7,183.0,808.0,1088.0,275.0
24.0,11.6,79.0,3,162.0,712.0,967.0,446.0
203.5,0.0,0.0,7,185.7,759.3,1076.2,135.7
0.0,0.0,0.0,90,192.0,830.0,1012.0,310.0
141.3,0.0,0.0,7,203.5,750.0,973.4,212.0
102.0,0.0,0.0,7,192.0,943.1,888.0,153.0
97.1,12.1,0.0,91,157.9,925.7,852.1,388.6
178.0,18.0,139.0,28,168.0,695.0,944.0,152.0
0.0,11.7,174.2,28,154.6,775.5,1052.3,213.5
0.0,0.0,0.0,7,189.0,613.0,1125.0,525.0
0.0,12.0,184.0,28,167.0,772.0,991.0,151.0
0.0,0.0,0.0,7,186.0,784.0,1111.0,382.0
114.0,0.0,0.0,28,228.0,670.0,932.0,266.0
24.0,11.6,79.0,56,162.0,712.0,967.0,446.0
121.0,9.0,94.0,28,188.0,696.0,904.0,287.0
0.0,10.4,100.4,14,159.4,903.8,1003.8,212.6
53.8,9.6,121.9,56,155.6,780.6,1014.3,214.9
0.0,8.7,100.4,100,159.3,903.6,1007.8,212.5
0.0,0.0,0.0,3,194.0,885.0,968.0,236.0
142.5,0.0,0.0,7,228.0,594.0,932.0,332.5
0.0,0.0,143.6,14,163.8,900.9,1005.6,165.0
106.3,16.5,0.0,28,153.5,887.1,852.1,425.0
0.0,0.0,0.0,28,186.0,734.0,1040.0,397.0
189.0,22.0,0.0,7,145.9,755.8,944.7,389.9
210.7,0.0,0.0,28,185.7,689.3,977.0,316.1
0.0,7.9,111.9,28,184.4,815.9,992.0,151.6
136.3,7.5,106.2,28,178.1,774.3,941.5,143.8
116.0,0.0,0.0,3,192.0,856.8,946.8,173.0
0.0,0.0,0.0,7,192.0,945.0,889.8,255.0
133.0,0.0,0.0,90,192.0,806.2,965.4,200.0
237.5,0.0,0.0,28,228.0,594.0,932.0,237.5
54.6,11.9,123.8,28,140.8,792.7,1075.7,218.2
0.0,0.0,0.0,3,192.0,721.0,936.0,480.0
189.0,11.6,0.0,28,164.9,755.8,944.7,362.6
129.9,7.8,128.6,14,175.5,746.6,1006.3,167.4
203.5,0.0,0.0,90,203.5,631.0,965.4,305.3
0.0,14.2,98.8,56,146.3,889.0,987.8,252.3
0.0,0.0,0.0,7,186.0,758.0,1038.0,375.0
0.0,5.3,95.7,100,191.8,857.2,948.9,250.0
0.0,0.0,0.0,7,185.7,754.3,1069.2,339.2
0.0,11.7,174.2,3,159.2,771.9,1043.6,213.5
129.8,3.6,118.6,100,179.9,746.8,1007.3,178.0
0.0,0.0,0.0,90,192.0,945.0,889.8,255.0
0.0,10.0,165.7,28,180.2,804.9,961.0,134.7
15.0,5.5,141.0,56,179.0,801.0,842.0,284.0
212.0,0.0,0.0,3,203.5,748.5,971.8,141.3
0.0,3.0,0.0,28,182.0,817.0,986.0,336.0
0.0,7.8,125.4,28,162.1,804.0,1090.0,190.7
124.1,0.0,0.0,28,185.7,764.3,1083.4,186.2
0.0,10.5,106.7,28,221.4,778.4,819.2,296.0
144.7,8.0,0.0,28,178.1,822.2,999.7,152.7
0.0,3.4,0.0,28,181.9,816.8,985.8,336.5
0.0,0.0,0.0,7,182.0,820.0,1100.0,250.0
0.0,7.8,125.4,56,162.1,804.0,1090.0,190.7
0.0,0.0,0.0,180,192.0,825.0,978.0,331.0
0.0,0.0,0.0,28,186.0,769.0,1090.0,296.0
0.0,14.2,98.8,100,146.3,889.0,987.8,252.3
187.0,7.0,0.0,28,191.0,757.0,824.0,366.0
0.0,0.0,0.0,7,228.0,594.0,932.0,475.0
0.0,9.4,96.2,56,168.1,865.0,961.2,290.4
212.0,0.0,0.0,90,203.5,748.5,971.8,141.3
153.0,0.0,0.0,7,192.0,942.0,887.0,102.0
196.0,6.0,98.0,28,199.0,783.0,847.0,136.0
13.6,4.1,172.4,3,156.8,856.4,1006.3,172.4
0.0,0.0,0.0,90,192.0,842.6,931.2,333.0
166.4,8.9,0.0,28,174.0,790.0,881.6,325.6
20.0,13.9,94.0,3,157.0,845.0,938.0,387.0
20.0,14.3,94.0,28,157.0,845.0,938.0,387.0
0.0,0.0,0.0,360,192.0,825.0,978.0,331.0
170.3,0.0,0.0,7,185.7,724.3,1026.6,255.5
100.6,10.4,78.4,28,170.6,762.9,935.7,259.9
0.0,0.0,0.0,28,228.0,594.0,932.0,475.0
161.6,10.4,125.8,28,171.6,764.4,922.6,136.4
0.0,7.8,124.8,56,159.0,799.5,1085.4,212.0
0.0,12.8,98.8,3,158.1,889.0,987.8,249.1
142.5,0.0,0.0,28,228.0,594.0,932.0,332.5
38.0,0.0,0.0,90,228.0,670.0,932.0,342.0
0.0,11.6,183.9,28,166.6,772.2,991.2,150.9
212.0,0.0,0.0,28,203.5,748.5,971.8,141.3
0.0,0.0,0.0,14,214.6,762.4,1003.5,376.0
145.0,8.0,0.0,28,178.0,824.0,867.0,313.0
0.0,6.7,121.6,28,174.0,778.5,1056.4,231.8
0.0,7.5,100.5,56,165.6,905.9,1006.4,194.7
0.0,0.0,0.0,7,184.0,783.0,1063.0,325.0
137.0,6.0,107.0,28,201.0,655.0,878.0,298.0
0.0,11.1,107.0,28,209.7,744.2,879.6,298.2
0.0,8.9,95.6,3,171.5,859.2,955.1,295.7
0.0,7.0,94.1,3,186.7,847.0,949.9,238.1
0.0,0.0,0.0,180,192.0,850.0,970.0,310.0
262.2,8.6,0.0,7,175.5,611.8,1046.9,313.3
116.0,9.0,90.0,28,180.0,768.0,870.0,276.0
155.5,0.0,0.0,28,185.7,724.3,1026.6,170.3
0.0,8.0,0.0,28,178.0,822.0,1000.0,313.0
121.0,7.0,0.0,28,177.0,829.0,908.0,288.0
0.0,9.4,96.2,14,168.1,865.0,961.2,290.4
0.0,10.0,166.0,28,180.0,805.0,961.0,135.0
262.2,8.6,0.0,3,175.5,611.8,1046.9,313.3
155.5,0.0,0.0,7,185.7,724.3,1026.6,170.3
0.0,0.0,0.0,365,193.0,812.0,968.0,307.0
24.0,11.6,79.0,28,162.0,712.0,967.0,446.0
0.0,4.6,118.3,14,195.5,758.6,1029.4,230.0
0.0,9.4,96.2,28,168.1,865.0,961.2,290.4
121.0,7.0,0.0,28,177.4,829.5,907.9,288.4
13.6,4.1,172.4,56,156.8,856.4,1006.3,172.4
0.0,9.9,121.4,100,159.5,777.5,1053.6,275.1
102.0,0.0,0.0,28,192.0,943.1,888.0,153.0
135.7,0.0,0.0,7,185.7,759.3,1076.2,203.5
98.1,6.9,24.5,14,181.7,785.4,1065.8,213.7
0.0,0.0,0.0,3,193.0,812.0,968.0,307.0
189.0,11.6,0.0,7,164.9,755.8,944.7,362.6
0.0,11.3,124.1,14,158.5,794.9,1078.7,218.9
42.1,5.7,163.8,100,121.8,780.1,1058.7,168.0
0.0,0.0,0.0,180,173.0,613.0,1125.0,540.0
0.0,0.0,0.0,28,185.0,769.0,1069.0,295.0
106.3,18.6,0.0,91,151.4,803.7,936.0,425.0
0.0,0.0,0.0,28,203.0,775.0,974.0,350.0
190.0,0.0,0.0,90,228.0,670.0,932.0,190.0
11.0,1.7,141.0,56,206.0,801.0,942.0,202.0
93.4,9.7,159.9,14,172.3,746.6,1007.2,173.8
0.0,10.2,174.7,56,154.8,776.4,1053.5,213.7
0.0,5.8,118.3,100,192.9,754.3,1043.6,251.4
20.0,14.3,94.0,56,157.0,845.0,938.0,387.0
0.0,0.0,0.0,28,185.7,784.3,1104.6,381.4
0.0,10.0,113.0,28,170.0,783.0,925.0,314.0
0.0,15.6,185.3,28,166.7,678.0,1074.5,150.7
38.0,0.0,0.0,180,228.0,670.0,932.0,342.0
0.0,9.9,125.2,3,161.9,802.6,1088.1,190.3
0.0,0.0,0.0,180,198.0,863.0,968.0,254.0
0.0,10.4,100.4,56,159.4,903.8,1003.8,212.6
212.5,14.3,0.0,3,155.7,880.4,852.1,318.8
26.0,3.9,123.0,56,210.0,699.0,882.0,491.0
236.0,12.6,0.0,28,175.8,892.7,846.8,149.5
0.0,5.7,121.6,14,180.3,779.3,1057.6,212.1
189.0,11.6,0.0,91,164.9,755.8,944.7,362.6
169.4,8.4,142.7,28,190.7,643.5,967.4,143.0
94.7,11.4,0.0,28,147.4,852.1,946.8,401.8
0.0,20.0,136.0,28,158.0,768.0,903.0,385.0
0.0,0.0,0.0,90,192.0,809.0,1056.0,349.0
0.0,7.5,100.5,3,165.6,905.9,1006.4,194.7
0.0,18.0,175.0,28,158.0,844.0,943.0,144.0
0.0,0.0,0.0,28,186.0,789.0,1119.0,238.0
128.9,9.5,100.4,28,172.4,804.9,825.1,279.8
0.0,0.0,143.6,100,163.8,900.9,1005.6,165.0
0.0,8.9,95.6,100,171.5,859.2,955.1,295.7
209.0,7.0,161.0,28,201.0,669.0,848.0,159.0
0.0,0.0,0.0,365,197.0,781.0,968.0,339.0
0.0,0.0,0.0,7,192.0,821.0,1025.0,331.0
149.0,15.0,116.0,28,175.0,720.0,953.0,159.0
0.0,0.0,0.0,180,203.0,817.0,974.0,302.0
0.0,4.6,94.6,14,197.9,852.2,947.0,233.8
129.9,7.8,128.6,28,175.5,746.6,1006.3,167.4
192.0,0.0,0.0,7,192.0,717.8,932.0,288.0
106.3,16.5,0.0,3,153.5,887.1,852.1,425.0
133.7,5.5,0.0,28,194.9,760.1,924.1,289.0
0.0,0.0,0.0,3,192.0,809.0,1056.0,349.0
106.3,16.5,0.0,91,153.5,887.1,852.1,425.0
132.4,0.0,0.0,90,192.0,825.5,978.4,198.6
0.0,0.0,0.0,7,173.0,613.0,1125.0,540.0
0.0,0.0,0.0,14,189.0,613.0,1125.0,525.0
0.0,12.8,98.8,28,158.1,889.0,987.8,249.1
180.0,10.4,120.0,28,162.0,765.0,830.0,275.0
342.1,0.0,0.0,7,185.7,674.3,955.8,228.0
22.0,8.5,132.0,7,178.0,750.0,822.0,424.0
190.1,18.8,148.1,28,178.8,741.4,838.1,162.0
0.0,0.0,0.0,7,192.0,842.6,931.2,333.0
0.0,0.0,0.0,14,191.0,856.0,968.0,277.0
0.0,4.6,118.3,100,195.5,758.6,1029.4,230.0
0.0,11.0,128.0,28,182.0,780.0,870.0,321.0
118.8,8.9,0.0,91,181.1,781.5,852.1,475.0
342.1,0.0,0.0,28,185.7,674.3,955.8,228.0
207.0,10.0,172.0,28,216.0,638.0,822.0,162.0
97.8,11.2,24.5,28,160.7,782.5,1061.7,277.2
0.0,0.0,0.0,1,186.0,763.0,966.0,385.0
200.0,0.0,0.0,7,192.0,839.2,927.4,133.0
0.0,7.5,100.5,28,170.2,901.8,998.0,194.7
189.0,9.5,0.0,3,174.9,755.8,944.7,337.9
47.5,0.0,0.0,90,228.0,594.0,932.0,427.5
0.0,11.8,97.4,14,160.6,875.6,973.9,277.1
189.0,9.5,0.0,91,174.9,755.8,944.7,337.9
183.9,0.0,0.0,90,203.5,800.1,958.2,122.6
0.0,0.0,0.0,56,203.0,775.0,974.0,350.0
75.4,7.9,167.0,3,164.0,770.1,1007.3,167.0
20.0,14.3,94.0,7,157.0,845.0,938.0,387.0
24.0,11.6,79.0,7,162.0,712.0,967.0,446.0
210.7,0.0,0.0,7,185.7,689.3,977.0,316.1
0.0,8.9,95.6,14,171.5,859.2,955.1,295.7
0.0,7.5,100.5,14,170.2,901.8,998.0,194.7
106.3,16.5,0.0,56,153.5,887.1,852.1,425.0
0.0,10.2,174.7,100,154.8,776.4,1053.5,213.7
118.0,7.0,92.0,28,183.0,780.0,953.0,149.0
238.2,0.0,0.0,7,185.7,734.3,1040.6,158.8
0.0,5.5,95.7,3,187.4,861.2,956.9,250.0
169.6,8.1,0.0,28,194.9,802.3,811.0,330.5
0.0,7.8,124.8,3,159.0,799.5,1085.4,212.0
183.0,9.0,0.0,28,193.0,697.0,1047.0,155.0
0.0,7.5,100.5,28,165.6,905.9,1006.4,194.7
0.0,12.0,125.1,100,143.3,800.9,1086.8,246.8
0.0,7.6,167.0,100,169.6,777.8,1055.6,181.4
42.2,10.8,124.3,56,158.3,796.2,1080.8,168.9
102.0,0.0,0.0,3,192.0,943.1,888.0,153.0
94.7,11.4,0.0,56,147.4,852.1,946.8,401.8
151.2,15.9,0.0,56,153.9,605.0,1134.3,379.5
359.4,0.0,0.0,28,185.7,664.3,941.6,239.6
0.0,0.0,0.0,28,185.7,789.3,1118.8,238.1
0.0,9.5,117.5,56,174.8,753.5,1022.8,297.2
17.6,15.3,158.0,28,189.0,633.0,967.0,334.0
0.0,0.0,0.0,3,192.0,842.6,931.2,333.0
117.0,7.0,91.0,28,191.0,666.0,946.0,277.0
129.8,3.6,118.6,28,179.9,746.8,1007.3,178.0
20.0,11.6,94.0,28,157.0,845.0,938.0,387.0
0.0,0.0,0.0,270,200.0,613.0,1125.0,500.0
0.0,8.0,112.0,28,184.0,816.0,992.0,152.0
173.0,0.0,0.0,90,192.0,891.9,909.8,116.0
237.0,12.0,0.0,28,174.0,675.0,1069.0,150.0
0.0,6.1,118.2,14,195.2,757.6,1028.1,229.7
0.0,10.4,115.6,28,196.0,813.4,817.9,322.2
0.0,0.0,0.0,28,192.0,806.0,1047.0,349.0
0.0,14.2,98.8,28,146.3,889.0,987.8,252.3
15.0,5.5,141.0,28,179.0,801.0,842.0,284.0
0.0,0.0,0.0,90,189.0,613.0,1125.0,525.0
19.0,10.9,141.0,28,154.0,801.0,942.0,359.0
128.5,8.1,132.1,14,175.1,746.6,1005.8,165.0
145.0,8.0,113.0,28,178.5,824.0,867.2,153.1
0.0,4.5,96.7,14,189.3,870.3,967.1,222.4
0.0,0.0,0.0,28,203.0,800.0,974.0,322.0
190.0,7.6,0.0,28,163.0,685.0,1031.0,285.0
0.0,0.0,0.0,28,185.0,734.0,1040.0,397.0
0.0,7.8,125.4,14,162.1,804.0,1090.0,190.7
0.0,0.0,0.0,90,203.0,775.0,974.0,350.0
189.0,11.6,0.0,28,164.9,755.8,944.7,362.6
170.3,0.0,0.0,28,185.7,724.3,1026.6,255.5
0.0,0.0,0.0,7,192.0,765.0,1085.0,296.0
0.0,9.0,143.0,28,193.0,868.0,877.0,155.0
93.4,9.7,159.9,28,172.3,746.6,1007.2,173.8
0.0,0.0,0.0,7,187.0,745.0,1025.0,400.0
111.0,6.0,86.0,28,195.0,790.0,833.0,265.0
158.8,0.0,0.0,28,185.7,734.3,1040.6,238.2
178.1,18.3,138.7,28,167.5,694.6,944.0,151.8
0.0,9.0,143.0,28,193.0,697.0,1047.0,155.0
188.0,11.3,146.4,28,203.2,709.7,828.7,160.2
26.0,3.9,123.0,3,201.0,699.0,822.0,491.0
122.6,0.0,0.0,90,203.5,800.0,959.2,183.9
0.0,0.0,0.0,28,192.0,825.0,978.0,331.0
0.0,0.0,0.0,28,192.0,758.0,940.0,393.0
282.8,10.3,0.0,3,183.8,659.9,942.7,323.7
0.0,4.6,94.6,56,197.9,852.2,947.0,233.8
95.0,0.0,0.0,7,228.0,594.0,932.0,380.0
0.0,6.9,0.0,28,185.0,720.0,920.0,528.0
0.0,0.0,0.0,7,192.0,895.3,913.2,289.0
167.0,11.0,130.0,28,174.0,785.0,883.0,142.0
0.0,9.8,99.6,28,196.0,705.2,959.4,304.8
111.0,5.9,86.5,28,195.5,790.4,832.6,264.5
100.0,9.0,78.0,28,201.0,761.0,864.0,261.0
0.0,6.4,118.3,3,188.5,757.7,1028.4,251.4
114.6,8.8,89.3,28,201.9,829.5,860.0,146.5
243.5,10.7,0.0,28,180.3,697.7,1022.0,155.6
0.0,4.5,96.7,100,189.3,870.3,967.1,222.4
95.0,0.0,0.0,270,228.0,594.0,932.0,380.0
0.0,0.0,0.0,120,192.0,830.0,1012.0,310.0
22.0,8.9,132.0,56,168.0,750.0,822.0,424.0
290.2,0.0,0.0,28,185.7,704.3,998.2,193.5
0.0,12.4,99.9,100,146.1,899.8,1006.0,251.8
151.2,15.9,0.0,7,153.9,605.0,1134.3,379.5
0.0,6.4,118.3,14,188.5,757.7,1028.4,251.4
24.0,11.6,79.0,7,162.0,712.0,967.0,446.0
53.8,9.6,121.9,100,155.6,780.6,1014.3,214.9
166.6,10.9,129.7,28,173.5,785.3,882.6,141.9
0.0,5.8,118.3,3,192.9,754.3,1043.6,251.4
140.0,6.0,0.0,28,214.0,722.0,895.0,304.0
0.0,9.1,142.8,28,193.3,867.7,877.2,154.8
0.0,4.0,0.0,28,140.0,853.0,966.0,500.0
0.0,0.0,0.0,28,185.0,784.0,1111.0,252.0
0.0,0.0,0.0,7,200.0,613.0,1125.0,500.0
20.0,11.6,94.0,3,157.0,845.0,938.0,387.0
0.0,5.3,95.7,56,191.8,857.2,948.9,250.0
0.0,8.0,113.0,28,178.0,689.0,1002.0,313.0
0.0,0.0,0.0,90,192.0,758.0,940.0,393.0
212.5,14.3,0.0,91,155.7,880.4,852.1,318.8
0.0,12.8,98.8,14,158.1,889.0,987.8,249.1
0.0,0.0,0.0,3,214.6,762.4,1003.5,376.0
0.0,7.0,94.1,28,186.7,847.0,949.9,238.1
117.6,7.1,91.7,28,182.9,780.3,953.4,149.0
0.0,8.0,179.0,28,202.0,869.0,824.0,145.0
95.0,0.0,0.0,28,228.0,594.0,932.0,380.0
236.0,13.0,0.0,28,176.0,893.0,847.0,149.0
139.9,6.2,0.0,28,213.5,722.5,895.5,303.6
142.8,22.1,111.2,28,167.8,651.2,913.9,309.9
0.0,16.1,136.6,28,158.1,830.1,1001.8,148.1
0.0,7.0,94.1,100,186.7,847.0,949.9,238.1
192.0,0.0,0.0,90,192.0,717.8,932.0,288.0
0.0,5.3,95.7,28,191.8,857.2,948.9,250.0
20.0,11.6,94.0,56,157.0,845.0,938.0,387.0
0.0,0.0,0.0,3,192.0,895.3,913.2,289.0
93.8,23.4,0.0,3,126.6,992.6,852.1,375.0
177.0,11.1,0.0,91,186.0,707.9,884.9,439.0
0.0,0.0,0.0,7,192.0,825.0,978.0,331.0
189.0,11.6,0.0,91,164.9,755.8,944.7,362.6
86.0,6.0,190.0,28,213.0,623.0,923.0,184.0
0.0,8.0,0.0,28,178.1,822.2,999.7,312.7
0.0,0.0,0.0,28,184.0,795.0,1075.0,300.0
166.8,0.0,0.0,3,203.5,694.1,977.6,250.2
20.0,14.3,94.0,3,157.0,845.0,938.0,387.0
212.0,0.0,0.0,7,203.5,748.5,971.8,141.3
112.0,10.0,87.0,28,178.0,745.0,910.0,266.0
162.0,10.0,126.0,28,172.0,764.0,923.0,136.0
133.0,0.0,0.0,7,192.0,806.2,965.4,200.0
0.0,12.0,125.1,56,143.3,800.9,1086.8,246.8
22.0,8.5,132.0,28,178.0,750.0,822.0,424.0
166.8,0.0,0.0,28,203.5,694.1,977.6,250.2
129.8,3.6,118.6,14,179.9,746.8,1007.3,178.0
0.0,10.2,174.7,28,154.8,776.4,1053.5,213.7
209.4,0.0,0.0,3,192.0,806.9,1047.0,139.6
0.0,6.1,118.2,28,195.2,757.6,1028.1,229.7
13.6,4.1,172.4,28,156.8,856.4,1006.3,172.4
0.0,0.0,0.0,90,192.0,712.2,936.2,480.0
0.0,11.7,150.4,28,181.6,728.9,1023.3,164.6
272.8,0.0,0.0,28,185.7,714.3,1012.4,181.9
183.9,0.0,0.0,3,203.5,800.1,958.2,122.6
0.0,0.0,0.0,180,200.0,613.0,1125.0,500.0
187.0,11.0,0.0,28,176.0,789.0,990.0,159.0
50.1,6.5,173.5,100,164.8,793.5,1006.2,173.5
94.7,11.4,0.0,7,147.4,852.1,946.8,401.8
129.9,7.8,128.6,56,175.5,746.6,1006.3,167.4
38.0,0.0,0.0,270,228.0,670.0,932.0,342.0
0.0,0.0,0.0,90,192.0,821.0,1025.0,331.0
0.0,0.0,0.0,3,192.0,785.6,940.6,393.0
0.0,6.1,118.2,3,195.2,757.6,1028.1,229.7
141.3,0.0,0.0,28,203.5,750.0,973.4,212.0
209.4,0.0,0.0,90,192.0,806.9,1047.0,139.6
0.0,12.4,99.9,28,146.1,899.8,1006.0,251.8
0.0,9.9,125.2,56,161.9,802.6,1088.1,190.3
0.0,0.0,0.0,90,228.0,670.0,932.0,380.0
42.2,10.8,124.3,3,158.3,796.2,1080.8,168.9
0.0,9.9,125.2,100,161.9,802.6,1088.1,190.3
0.0,0.0,0.0,3,192.0,806.0,1047.0,349.0
117.2,32.2,0.0,3,137.8,840.5,852.1,469.0
262.2,8.6,0.0,56,175.5,611.8,1046.9,313.3
0.0,9.0,0.0,28,151.0,655.0,1033.0,500.0
24.0,11.6,79.0,3,162.0,712.0,967.0,446.0
0.0,11.0,142.0,28,193.0,778.0,801.0,356.0
0.0,0.0,0.0,28,185.0,754.0,1069.0,339.0
0.0,12.0,150.0,28,182.0,729.0,1023.0,165.0
230.0,3.0,0.0,28,202.0,872.0,827.0,146.0
305.3,0.0,0.0,3,203.5,630.0,963.4,203.5
42.2,10.8,124.3,14,158.3,796.2,1080.8,168.9
0.0,0.0,0.0,3,192.0,830.0,1012.0,310.0
117.2,32.2,0.0,91,137.8,840.5,852.1,469.0
169.0,8.0,143.0,28,191.0,643.0,967.0,143.0
0.0,5.8,118.3,14,188.5,757.7,1028.4,251.4
189.0,11.6,0.0,91,164.9,755.8,944.7,362.6
0.0,0.0,0.0,90,192.0,850.0,970.0,310.0
0.0,7.5,100.5,100,165.6,905.9,1006.4,194.7
145.0,8.0,0.0,28,178.5,688.7,1001.9,313.3
0.0,0.0,0.0,28,192.0,809.0,1056.0,349.0
0.0,0.0,0.0,28,185.7,754.3,1069.2,339.2
0.0,0.0,0.0,7,146.0,896.0,896.0,522.0
238.2,0.0,0.0,28,185.7,734.3,1040.6,158.8
145.0,8.0,0.0,28,127.0,822.0,1000.0,313.0
145.0,8.0,0.0,28,178.5,824.0,867.2,313.3
170.0,8.0,133.0,28,192.0,805.0,814.0,144.0
26.0,3.9,123.0,7,210.0,699.0,882.0,491.0
200.9,11.2,0.0,3,144.7,803.7,1004.6,286.3
134.0,6.0,0.0,28,195.0,760.0,924.0,289.0
0.0,0.0,0.0,7,192.0,830.0,1012.0,310.0
0.0,0.0,0.0,120,192.0,821.0,1025.0,331.0
24.0,11.6,79.0,56,162.0,712.0,967.0,446.0
189.2,10.1,0.0,3,170.1,756.7,926.1,374.0
259.7,12.7,0.0,28,183.2,826.8,858.8,166.0
139.4,6.1,108.6,28,192.7,780.0,892.4,148.5
0.0,5.8,118.3,56,192.9,754.3,1043.6,251.4
0.0,0.0,0.0,28,186.0,770.0,1050.0,350.0
0.0,5.5,95.7,100,187.4,861.2,956.9,250.0
0.0,12.0,125.1,3,143.3,800.9,1086.8,246.8
97.1,12.1,0.0,7,157.9,925.7,852.1,388.6
17.2,20.8,158.0,28,167.0,633.0,967.0,397.0
0.0,0.0,0.0,7,203.0,775.0,974.0,350.0
183.9,0.0,0.0,28,203.5,800.1,958.2,122.6
0.0,4.6,118.3,3,195.5,758.6,1029.4,230.0
19.0,10.9,141.0,3,154.0,801.0,942.0,359.0
0.0,5.8,118.3,28,192.9,754.3,1043.6,251.4
148.6,8.5,0.0,28,185.8,709.5,951.0,322.5
174.0,7.0,185.0,28,228.0,612.0,845.0,154.0
122.6,0.0,0.0,7,203.5,800.0,959.2,183.9
144.2,10.1,112.3,28,220.1,657.9,923.2,153.6
132.4,0.0,0.0,7,192.0,825.5,978.4,198.6
47.5,0.0,0.0,270,228.0,594.0,932.0,427.5
129.0,9.0,100.0,28,172.0,805.0,825.0,280.0
0.0,7.8,125.4,100,162.1,804.0,1090.0,190.7
0.0,7.6,167.0,14,169.6,777.8,1055.6,181.4
0.0,28.2,0.0,3,141.8,893.7,852.1,531.3
0.0,9.9,125.2,14,166.6,798.9,1079.0,190.3
163.9,5.8,127.7,28,236.7,655.6,868.6,139.7
47.5,0.0,0.0,365,228.0,594.0,932.0,427.5
129.8,3.6,118.6,56,179.9,746.8,1007.3,178.0
0.0,10.0,100.0,28,196.0,705.0,959.0,305.0
151.2,15.9,0.0,28,153.9,605.0,1134.3,379.5
117.2,32.2,0.0,7,137.8,840.5,852.1,469.0
116.0,5.7,119.0,28,184.0,880.0,833.0,145.0
11.0,1.7,141.0,28,206.0,801.0,942.0,202.0
0.0,0.0,0.0,28,175.0,695.0,1120.0,405.0
