Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11
0.365,0.9966,3.36,106.0,0.78,0.088,11.0,39.0,7.3,2.5,0.49
0.48,0.9936,3.28,25.0,0.66,0.073,12.4,16.0,8.0,2.2,0.34
0.67,0.9968,3.17,141.0,0.62,0.117,9.4,32.0,8.1,1.8,0.55
0.46,0.9956,3.37,54.0,0.64,0.077,10.4,28.0,7.1,1.9,0.2
0.36,0.99495,3.18,55.0,0.82,0.06,11.0,21.0,9.1,1.8,0.39
0.56,0.9987,3.48,39.0,0.62,0.075,9.3,9.0,7.7,2.0,0.2
0.69,0.9961,3.31,94.0,0.48,0.084,9.5,18.0,7.7,1.9,0.22
0.36,0.99534,3.4,44.0,0.85,0.074,11.0,24.0,7.2,2.1,0.46
0.36,0.99716,3.46,65.0,0.62,0.079,9.5,26.0,7.6,1.7,0.31
0.82,0.9984,3.39,23.0,0.63,0.089,9.8,9.0,9.0,2.6,0.14
0.48,0.9927,3.54,106.0,0.62,0.054,12.2,19.0,5.2,1.6,0.04
0.365,0.9966,3.36,106.0,0.78,0.088,11.0,39.0,7.3,2.5,0.49
0.48,0.9984,3.32,122.0,0.62,0.084,9.4,21.0,9.0,2.8,0.32
0.52,0.9968,3.42,39.0,0.58,0.079,9.6,11.0,7.5,1.5,0.11
0.6,0.99745,3.53,88.0,0.55,0.076,9.5,18.0,7.2,2.5,0.04
0.715,0.99371,3.41,43.0,0.57,0.064,11.8,31.0,7.7,2.1,0.01
0.62,0.99332,3.32,46.0,0.51,0.065,11.8,8.0,7.2,2.3,0.01
0.27,0.99814,3.38,25.0,0.72,0.074,10.6,17.0,7.1,2.1,0.6
0.6,0.9984,3.31,24.0,0.59,0.085,9.2,6.0,8.3,2.6,0.13
0.49,0.99547,3.38,26.0,0.64,0.079,9.8,13.0,6.9,1.7,0.19
0.935,1.001,3.43,86.0,0.64,0.105,11.3,11.0,10.1,3.4,0.22
0.615,0.9943,3.58,59.0,0.52,0.089,9.9,16.0,5.6,1.6,0.0
0.59,0.9964,3.04,81.0,1.61,0.337,9.5,27.0,8.9,2.0,0.5
0.4,0.996,3.24,24.0,0.69,0.082,10.6,8.0,8.2,1.9,0.31
0.5,0.99704,3.27,17.0,0.77,0.084,10.8,6.0,9.3,1.8,0.36
0.57,0.9972,3.36,27.0,0.7,0.076,9.6,9.0,7.2,1.6,0.06
0.545,0.9965,3.36,61.0,0.67,0.087,10.7,27.0,7.9,4.0,0.06
0.42,0.9979,3.26,21.0,0.93,0.107,11.8,7.0,10.0,3.4,0.5
0.69,0.99578,2.88,24.0,0.47,0.084,9.7,8.0,10.0,1.4,0.11
0.49,0.9966,3.37,37.0,0.51,0.077,10.5,16.0,7.4,3.0,0.19
0.63,0.99791,3.07,26.0,0.6,0.071,10.4,6.0,12.0,1.4,0.5
0.46,0.9983,3.1,104.0,0.56,0.092,9.2,28.0,9.0,2.8,0.23
0.35,0.99918,3.15,88.0,0.43,0.092,9.4,20.0,10.0,2.5,0.45
0.61,0.9972,3.4,50.0,0.61,0.084,10.2,11.0,8.3,2.1,0.3
0.54,0.99699,3.24,38.0,0.56,0.112,10.9,11.0,9.2,2.3,0.31
0.52,0.9973,3.32,20.0,0.81,0.074,9.6,5.0,7.2,1.4,0.07
0.965,0.9963,3.26,22.0,0.5,0.112,9.5,11.0,7.7,2.1,0.1
1.115,0.9958,3.54,12.0,0.6,0.086,11.2,5.0,7.5,3.1,0.1
0.64,0.99538,3.36,119.0,0.7,0.08,10.9,11.0,6.7,2.1,0.23
0.43,0.996,3.1,19.0,0.87,0.068,11.4,13.0,10.4,2.3,0.5
0.53,0.9975,3.27,25.0,0.61,0.171,9.4,6.0,9.0,1.9,0.49
0.39,0.9962,3.41,46.0,0.54,0.074,9.4,9.0,7.3,2.4,0.31
0.6,0.99622,3.21,131.0,0.52,0.08,9.9,31.0,7.8,2.0,0.26
0.66,0.99743,3.53,86.0,0.57,0.078,9.7,16.0,7.2,2.3,0.03
0.81,0.99562,3.51,14.0,0.66,0.07,10.8,6.0,6.8,2.0,0.05
0.56,0.9971,3.24,46.0,0.66,0.114,9.6,14.0,7.7,2.5,0.08
0.38,0.99577,3.23,11.0,0.57,0.132,13.2,3.0,9.3,3.8,0.48
0.51,0.99538,3.36,31.0,0.54,0.084,10.5,13.0,7.5,1.7,0.02
0.43,0.99634,3.49,51.0,0.64,0.082,10.4,27.0,7.1,1.8,0.17
0.61,0.99748,3.48,38.0,0.65,0.074,9.8,13.0,7.4,2.0,0.01
0.38,0.99659,3.15,13.0,0.75,0.071,10.5,5.0,9.6,1.9,0.42
0.36,0.9956,3.56,39.0,0.52,0.075,12.7,15.0,6.3,3.2,0.19
0.53,0.99615,3.35,39.0,0.48,0.074,9.8,9.0,7.7,1.7,0.06
0.3,0.99516,3.26,25.0,0.84,0.064,11.7,12.0,9.1,2.0,0.34
0.52,0.9968,3.38,35.0,0.62,0.085,9.5,12.0,7.5,1.9,0.16
0.49,0.99706,3.41,85.0,0.58,0.074,9.0,27.0,7.6,1.9,0.33
0.74,0.99258,4.01,46.0,0.59,0.041,12.5,16.0,5.4,1.2,0.0
0.48,0.99728,3.3,54.0,0.65,0.062,10.0,31.0,7.3,2.1,0.32
0.41,0.99824,3.38,45.0,0.64,0.084,10.1,26.0,6.8,8.8,0.31
0.4,0.9973,3.3,44.0,0.92,0.157,9.5,1.0,7.9,1.8,0.29
0.18,0.99007,2.89,109.0,0.44,0.049,12.7,36.0,8.0,0.9,0.37
0.67,0.99888,3.31,48.0,0.54,0.091,9.5,12.0,9.2,3.0,0.1
0.35,0.99656,3.38,44.0,0.79,0.073,11.1,23.0,7.6,2.6,0.6
0.64,0.99818,3.23,130.0,0.54,0.084,9.6,25.0,8.8,2.9,0.17
0.5,1.00242,3.16,82.0,0.75,0.205,8.8,48.0,9.9,13.8,0.5
0.78,0.9983,3.48,87.0,0.53,0.081,10.0,45.0,8.3,2.6,0.1
0.545,0.9972,3.3,35.0,0.59,0.08,9.0,13.0,8.1,1.9,0.18
0.61,0.9963,3.29,20.0,0.6,0.083,10.2,6.0,7.7,2.4,0.18
0.67,0.9972,3.4,20.0,0.63,0.107,10.1,6.0,7.3,3.6,0.05
0.33,0.9998,3.26,22.0,0.74,0.084,11.2,5.0,10.4,2.8,0.63
0.41,1.0014,3.01,47.0,0.81,0.089,10.8,6.0,14.0,3.8,0.63
0.5,0.9971,3.18,42.0,0.62,0.115,9.5,10.0,7.8,2.2,0.09
0.4,0.9966,3.07,62.0,0.63,0.09,10.5,13.0,9.4,2.2,0.31
0.6,0.99914,3.3,110.0,1.17,0.068,10.2,20.0,7.0,4.5,0.3
0.34,0.99586,3.37,68.0,0.54,0.075,10.1,41.0,7.2,2.5,0.21
0.57,0.99519,3.47,36.0,0.71,0.12,11.3,25.0,6.4,2.3,0.12
0.29,0.9986,3.04,43.0,0.68,0.084,11.4,23.0,13.3,2.8,0.75
0.32,0.9957,3.38,50.0,0.55,0.103,9.2,13.0,5.2,1.8,0.25
0.64,0.99538,3.44,33.0,0.63,0.123,11.3,15.0,6.8,2.7,0.0
0.4,0.9902,3.49,80.0,0.66,0.046,13.6,29.0,5.0,4.3,0.5
0.53,0.995,3.16,19.0,0.46,0.077,9.8,3.0,7.8,1.6,0.01
0.31,0.9986,3.12,47.0,1.02,0.094,10.6,16.0,11.1,2.7,0.49
0.56,0.9996,3.3,92.0,0.65,0.102,10.1,37.0,9.6,3.4,0.23
0.72,0.99668,3.39,32.0,0.54,0.076,9.6,7.0,7.9,1.9,0.01
0.64,0.9956,3.27,133.0,0.45,0.077,9.9,32.0,7.7,2.2,0.21
0.53,0.9957,3.15,72.0,0.57,0.101,9.4,16.0,7.4,2.0,0.26
0.61,0.9976,3.26,46.0,0.51,0.088,9.3,17.0,8.8,2.8,0.3
0.665,0.99655,3.39,55.0,0.51,0.066,9.3,27.0,7.6,1.5,0.1
0.625,0.9988,3.11,24.0,0.99,0.088,13.3,6.0,11.4,6.2,0.66
0.395,0.99639,3.27,10.0,0.64,0.094,12.2,3.0,9.4,4.6,0.46
0.49,0.996,3.33,36.0,0.48,0.07,9.4,5.0,7.2,2.2,0.24
0.44,0.999,3.17,76.0,0.85,0.074,12.0,38.0,10.4,6.55,0.73
0.6,0.99616,3.15,38.0,0.53,0.118,9.8,9.0,8.3,2.2,0.25
0.685,0.9978,3.28,143.0,0.55,0.082,9.4,23.0,9.4,2.4,0.26
0.655,0.99587,3.34,12.0,0.39,0.078,9.5,7.0,7.2,1.8,0.03
0.44,0.99444,3.42,18.0,0.69,0.063,11.3,9.0,6.6,2.2,0.09
0.59,0.9968,3.25,120.0,0.54,0.074,9.4,24.0,7.8,2.0,0.33
0.46,0.9948,3.39,34.0,0.6,0.077,10.6,18.0,6.7,1.7,0.24
0.835,0.9966,3.39,19.0,0.47,0.092,9.6,10.0,7.3,2.1,0.03
0.52,0.99745,3.5,92.0,0.6,0.076,9.8,21.0,7.1,2.6,0.03
0.74,0.99508,3.45,16.0,0.63,0.054,11.5,7.0,6.9,2.3,0.03
0.96,0.9955,3.36,60.0,0.44,0.047,10.9,15.0,7.7,2.0,0.2
0.66,0.9972,3.31,42.0,0.54,0.079,9.6,17.0,8.3,1.9,0.15
0.58,1.0008,3.25,47.0,0.57,0.074,9.0,10.0,11.6,2.2,0.66
0.32,0.9969,3.04,56.0,1.08,0.341,9.2,17.0,7.9,1.8,0.51
0.33,0.99572,3.3,113.0,0.56,0.054,11.5,6.0,6.0,12.9,0.32
0.67,0.99701,3.4,39.0,0.74,0.08,9.7,22.0,6.8,1.9,0.0
0.38,0.99925,3.14,24.0,0.71,0.093,10.9,6.0,12.0,2.1,0.56
0.6,0.9988,3.36,15.0,0.49,0.098,9.1,5.0,8.8,2.2,0.29
1.185,0.9966,3.63,14.0,0.54,0.097,10.7,5.0,7.4,4.25,0.0
0.69,0.9962,3.25,141.0,0.51,0.08,9.9,33.0,7.9,2.1,0.21
0.42,0.9971,3.04,10.0,0.63,0.07,9.6,4.0,10.2,3.4,0.57
0.63,0.9953,3.47,44.0,0.55,0.089,10.4,11.0,6.8,2.1,0.07
0.42,0.9978,3.31,42.0,0.64,0.08,9.0,15.0,7.5,1.6,0.31
0.705,0.9994,3.51,28.0,0.72,0.092,10.0,12.0,8.3,2.6,0.12
0.31,0.9987,3.26,21.0,0.86,0.067,10.7,6.0,10.6,2.5,0.49
0.715,0.9968,3.23,52.0,0.77,0.089,9.5,10.0,8.3,1.8,0.15
0.53,0.99528,3.6,45.0,0.68,0.077,10.3,24.0,6.1,1.9,0.08
0.65,0.997,3.44,40.0,0.6,0.07,9.1,13.0,7.1,1.8,0.18
0.49,0.9986,3.02,15.0,0.93,0.093,12.0,6.0,13.8,3.0,0.67
0.51,0.9958,3.33,25.0,0.56,0.074,9.5,9.0,6.8,2.1,0.01
0.66,0.99743,3.53,86.0,0.57,0.078,9.7,16.0,7.2,2.3,0.03
0.59,0.9955,3.42,43.0,0.58,0.08,10.7,27.0,7.1,2.3,0.01
0.6,0.9964,3.15,111.0,0.66,0.085,9.8,14.0,8.4,2.2,0.1
0.34,0.99464,3.36,28.0,0.44,0.084,10.1,4.0,6.1,1.8,0.25
0.41,0.9973,3.34,20.0,0.79,0.072,12.2,10.0,9.4,4.6,0.48
0.32,1.0002,3.32,67.0,0.92,0.081,10.8,35.0,11.6,2.8,0.55
0.57,0.997,3.46,11.0,0.68,0.067,9.5,4.0,6.4,1.8,0.02
0.36,0.9976,2.98,71.0,0.84,0.096,14.9,22.0,15.9,7.5,0.65
0.295,0.99556,3.14,21.0,0.51,0.073,10.9,14.0,9.7,1.5,0.4
0.83,0.99822,3.33,43.0,0.6,0.095,10.4,17.0,8.6,2.8,0.0
0.7,0.99622,3.54,27.0,0.6,0.076,11.9,13.0,6.2,5.1,0.15
0.645,0.99547,3.57,44.0,0.71,0.075,10.2,32.0,5.9,2.0,0.12
0.38,0.99625,3.37,49.0,0.52,0.078,9.9,12.0,8.0,1.8,0.06
0.56,0.9964,3.19,47.0,0.93,0.104,9.5,12.0,7.8,1.8,0.19
0.34,0.99384,3.21,44.0,0.56,0.067,12.0,8.0,6.5,2.8,0.27
0.48,1.0,3.28,32.0,0.56,0.102,10.0,13.0,10.0,2.7,0.24
0.42,0.99157,3.68,88.0,0.73,0.044,13.6,18.0,5.1,1.8,0.0
0.38,0.99664,3.12,10.0,0.65,0.104,11.8,6.0,10.4,2.1,0.46
0.42,0.9972,3.29,18.0,0.61,0.073,9.2,6.0,8.0,2.0,0.17
0.8,0.9963,3.52,12.0,0.5,0.079,12.2,6.0,6.6,7.8,0.03
0.37,0.99734,3.15,47.0,0.57,0.09,10.5,20.0,11.3,1.8,0.5
0.5,0.9968,3.2,143.0,0.55,0.084,9.5,15.0,7.9,2.0,0.33
0.5,1.0002,3.19,14.0,0.44,0.089,9.6,5.0,12.3,2.2,0.49
0.415,1.0014,3.06,43.0,0.8,0.085,10.0,17.0,13.7,2.9,0.68
0.26,0.9949,3.29,38.0,0.47,0.059,10.8,20.0,7.7,1.7,0.3
0.52,0.99577,3.15,56.0,0.79,0.066,12.1,29.0,10.7,2.6,0.38
0.28,0.9969,3.3,103.0,0.75,0.092,10.5,35.0,8.5,1.8,0.56
0.73,0.9972,3.44,42.0,0.52,0.076,9.3,16.0,7.2,2.5,0.02
0.715,0.99632,3.29,47.0,0.45,0.071,9.4,21.0,7.1,2.35,0.0
0.62,0.997,3.31,52.0,0.62,0.086,10.8,28.0,8.0,2.8,0.35
0.56,0.99514,3.44,24.0,0.68,0.065,10.55,15.0,7.0,1.7,0.17
0.5,0.9976,3.23,127.0,0.62,0.077,9.4,21.0,8.2,2.9,0.35
0.6,0.9949,3.45,44.0,0.58,0.09,10.5,32.0,6.2,2.0,0.08
0.66,0.9978,3.51,40.0,0.56,0.075,9.4,13.0,7.4,1.8,0.0
0.67,0.9976,3.17,17.0,0.47,0.054,10.0,6.0,10.2,1.9,0.39
0.27,0.99484,3.19,17.0,0.52,0.082,12.5,9.0,9.9,5.0,0.49
0.45,0.9987,3.35,75.0,0.57,0.084,9.7,21.0,9.0,2.6,0.49
0.49,0.9966,3.39,31.0,0.64,0.062,9.6,9.0,7.7,1.9,0.26
0.58,0.99454,3.22,7.0,0.58,0.12,11.2,3.0,8.0,2.0,0.16
0.37,0.9988,3.09,16.0,0.8,0.088,9.3,6.0,11.3,2.3,0.41
0.63,0.99745,3.53,88.0,0.58,0.08,9.8,17.0,7.2,2.2,0.03
0.735,0.9966,3.27,77.0,0.64,0.1,9.3,15.0,7.1,1.9,0.16
0.64,0.99689,3.59,31.0,0.66,0.081,9.8,14.0,6.4,1.8,0.21
0.19,0.99341,3.32,135.0,0.44,0.045,9.5,57.0,5.9,1.7,0.21
0.69,0.9959,3.34,89.0,0.54,0.097,9.2,22.0,7.0,1.8,0.08
0.48,0.997,3.26,20.0,0.66,0.111,11.7,6.0,10.6,2.2,0.64
0.49,0.9908,3.5,87.0,0.82,0.044,14.0,28.0,5.5,1.8,0.03
0.38,0.99486,3.27,28.0,0.75,0.068,12.6,12.0,8.9,2.2,0.4
0.37,0.9947,3.23,28.0,0.73,0.062,11.3,15.0,7.2,2.0,0.32
1.13,0.994,3.5,19.0,0.48,0.172,9.8,7.0,5.7,1.5,0.09
0.34,0.99738,3.38,9.0,0.66,0.055,11.6,3.0,8.5,4.7,0.4
0.3,0.9963,3.44,24.0,0.82,0.052,11.9,6.0,7.6,2.0,0.42
0.3,0.99543,3.39,72.0,0.72,0.06,11.8,19.0,8.8,2.3,0.38
0.43,0.9966,3.17,37.0,0.91,0.106,9.5,10.0,7.9,1.6,0.21
0.61,0.99612,3.3,88.0,0.53,0.073,9.8,24.0,7.5,1.9,0.26
0.83,0.99534,3.38,25.0,0.45,0.074,9.6,4.0,6.8,1.8,0.09
0.86,0.99712,3.25,28.0,0.62,0.079,10.0,13.0,9.5,1.9,0.26
0.56,0.9962,3.33,105.0,0.54,0.081,9.5,15.0,7.8,2.1,0.19
1.02,0.99437,3.59,24.0,0.55,0.083,11.2,17.0,6.3,2.0,0.0
0.39,1.0004,3.16,18.0,0.49,0.091,9.5,6.0,12.3,2.3,0.63
0.765,0.9963,3.1,42.0,0.55,0.064,9.4,9.0,8.7,2.3,0.22
0.25,0.9946,3.38,50.0,0.6,0.067,11.9,22.0,8.0,1.7,0.43
0.39,0.9984,3.34,26.0,0.75,0.073,10.2,10.0,9.3,2.6,0.4
0.6,0.9982,3.37,121.0,0.49,0.07,9.4,36.0,7.4,7.3,0.26
0.38,1.001,3.17,41.0,0.68,0.088,9.8,10.0,12.6,2.6,0.66
0.5,0.9963,3.25,22.0,0.63,0.07,9.2,3.0,7.0,2.0,0.25
0.58,0.99476,3.21,14.0,1.03,0.153,11.6,5.0,7.5,3.1,0.56
0.43,0.9973,3.42,128.0,0.71,0.071,10.5,28.0,7.1,5.5,0.42
0.45,0.9987,3.35,75.0,0.57,0.084,9.7,21.0,9.0,2.6,0.49
0.56,0.99576,3.15,21.0,0.49,0.078,9.9,10.0,9.2,1.6,0.18
0.37,0.9955,3.17,19.0,0.81,0.063,11.2,12.0,8.4,2.3,0.43
0.57,0.99557,3.36,35.0,0.62,0.077,10.8,11.0,7.5,2.6,0.02
0.51,0.99768,3.52,28.0,0.73,0.07,9.5,12.0,7.3,2.1,0.18
0.3,0.99523,3.27,24.0,0.85,0.068,11.7,10.0,9.1,2.0,0.41
0.42,0.99154,3.71,42.0,0.74,0.048,14.0,16.0,4.9,2.1,0.0
0.31,0.9954,3.32,96.0,0.58,0.074,9.2,12.0,5.6,1.4,0.37
0.835,0.9924,3.57,93.0,0.85,0.046,13.0,13.0,5.4,1.2,0.08
0.53,0.99489,3.38,44.0,0.83,0.063,10.3,29.0,6.5,2.0,0.06
0.685,1.0032,2.95,43.0,0.68,0.1,11.2,6.0,15.6,3.7,0.76
0.3,0.9964,3.15,17.0,0.92,0.08,11.7,6.0,9.4,2.8,0.56
0.35,0.99585,3.23,11.0,0.52,0.061,12.0,6.0,10.0,2.0,0.47
0.7,0.99665,3.44,27.0,0.58,0.106,10.2,14.0,6.6,2.6,0.08
0.635,0.9961,3.4,18.0,0.59,0.241,10.3,6.0,6.9,2.4,0.17
0.42,0.997,3.24,29.0,0.75,0.116,11.7,12.0,10.5,2.95,0.66
0.67,0.9949,3.49,48.0,0.49,0.045,11.4,19.0,6.4,2.1,0.08
0.6,0.99616,3.15,38.0,0.53,0.118,9.8,9.0,8.3,2.2,0.25
0.36,0.9986,3.04,18.0,1.05,0.152,9.4,6.0,10.6,2.2,0.59
0.57,0.99491,3.43,64.0,0.56,0.072,11.2,32.0,6.8,2.5,0.0
0.21,0.9972,3.22,32.0,0.68,0.088,11.7,11.0,10.9,2.8,0.49
0.5,0.99448,3.36,26.0,0.45,0.057,9.5,15.0,6.0,1.4,0.0
0.98,0.99488,3.6,33.0,0.46,0.057,11.2,15.0,6.3,2.0,0.01
0.39,0.9952,3.44,91.0,0.55,0.051,12.1,28.0,6.5,8.3,0.23
0.48,0.9964,3.33,28.0,0.67,0.066,11.2,10.0,8.7,2.8,0.3
0.49,1.0015,3.16,50.0,0.69,0.071,9.2,13.0,10.0,11.0,0.2
0.34,0.9964,3.34,58.0,0.59,0.082,9.4,24.0,7.8,2.0,0.37
0.75,0.9958,3.38,80.0,0.52,0.086,10.1,12.0,6.7,2.0,0.12
0.52,0.9982,3.26,122.0,0.61,0.087,9.5,24.0,8.8,2.7,0.34
1.09,0.9948,3.51,31.0,0.43,0.061,11.4,12.0,6.9,2.1,0.06
0.5,0.9978,3.35,102.0,0.8,0.071,10.5,17.0,7.5,6.1,0.36
0.22,0.9968,3.39,60.0,0.53,0.077,9.4,29.0,8.9,1.8,0.48
0.27,0.99531,3.17,26.0,0.53,0.065,12.5,7.0,10.1,2.3,0.54
0.735,0.9966,3.39,54.0,0.57,0.081,9.8,13.0,7.0,2.0,0.05
0.54,0.9981,3.41,48.0,0.74,0.088,9.2,23.0,7.8,2.0,0.26
0.53,0.9965,3.38,44.0,0.59,0.086,10.7,20.0,7.5,2.6,0.06
0.785,0.99664,3.59,13.0,0.61,0.06,10.0,6.0,6.2,2.1,0.0
0.75,0.99824,3.34,30.0,0.64,0.086,10.5,9.0,8.9,2.5,0.14
0.47,0.99182,3.54,89.0,0.88,0.048,13.6,16.0,5.3,2.2,0.11
0.43,0.9984,3.22,89.0,0.68,0.095,10.0,28.0,10.0,2.7,0.33
0.4,0.995,3.32,27.0,0.9,0.052,13.4,13.0,8.9,2.6,0.51
0.66,0.9983,3.61,23.0,0.96,0.084,9.9,6.0,7.3,2.0,0.0
0.31,0.99358,3.15,16.0,0.81,0.216,12.5,5.0,8.0,2.1,0.45
0.715,0.99688,3.24,81.0,0.54,0.075,9.5,13.0,8.0,2.3,0.22
0.785,0.9994,3.36,28.0,0.86,0.093,9.4,11.0,9.1,2.6,0.0
0.785,0.99713,3.16,98.0,0.52,0.094,9.6,19.0,7.4,5.2,0.19
0.48,0.9968,3.22,16.0,0.72,0.127,11.2,6.0,9.3,2.1,0.29
0.27,0.9972,3.25,10.0,1.08,0.358,9.9,5.0,7.7,3.5,0.68
0.63,0.9969,3.46,64.0,0.79,0.088,9.3,15.0,6.2,1.7,0.31
0.3,0.9981,3.11,27.0,0.97,0.067,10.1,12.0,11.5,2.0,0.6
0.63,0.9983,3.26,110.0,0.77,0.111,9.4,50.0,7.5,5.1,0.12
0.645,0.9986,3.4,18.0,0.55,0.086,9.6,5.0,7.8,5.5,0.0
0.43,0.9986,2.89,32.0,0.5,0.106,9.6,8.0,10.7,2.2,0.39
0.5,0.997,3.36,73.0,0.57,0.086,9.1,21.0,7.4,2.0,0.47
0.66,0.9972,3.08,129.0,0.53,0.098,9.0,25.0,8.1,2.2,0.7
0.75,0.99242,3.39,18.0,0.4,0.059,12.8,11.0,7.1,2.2,0.01
0.84,0.99842,3.53,65.0,0.72,0.074,9.23333333333333,16.0,6.9,4.1,0.21
0.715,0.99395,3.62,62.0,0.61,0.161,11.0,7.0,5.3,1.5,0.19
0.84,0.997,3.41,13.0,0.57,0.096,11.0,5.0,7.1,4.4,0.02
0.59,0.9991,3.3,47.0,0.56,0.07,9.6,14.0,10.5,2.1,0.49
0.69,0.9974,3.26,27.0,0.61,0.075,9.1,15.0,7.7,2.7,0.05
0.33,1.0002,3.3,80.0,0.76,0.093,10.7,54.0,11.8,3.4,0.49
0.62,0.997,3.52,62.0,0.58,0.079,9.3,8.0,6.7,1.9,0.21
0.74,0.99576,3.24,45.0,0.5,0.094,9.8,10.0,7.3,1.7,0.08
0.46,0.99732,3.66,37.0,0.65,0.114,9.8,9.0,6.5,2.4,0.14
0.42,0.99736,3.24,34.0,0.77,0.085,12.1,9.0,11.1,2.65,0.47
0.88,0.99572,3.58,47.0,0.5,0.079,11.2,23.0,6.5,5.6,0.03
0.53,0.9971,3.19,52.0,0.76,0.093,11.6,30.0,9.9,2.4,0.57
0.45,0.9997,3.1,49.0,0.76,0.073,10.3,25.0,12.0,2.0,0.55
0.44,0.99438,3.32,38.0,0.58,0.07,11.4,32.0,6.9,1.4,0.0
0.48,0.99586,3.21,10.0,0.59,0.101,12.1,3.0,8.9,4.0,0.53
0.64,0.9961,3.3,23.0,0.58,0.1,9.6,8.0,7.4,1.8,0.07
0.31,0.99364,3.41,36.0,0.56,0.066,12.6,14.0,7.9,1.9,0.32
0.39,0.99252,3.3,24.0,0.53,0.065,13.3,14.0,7.1,2.1,0.12
0.29,0.997,3.18,57.0,1.36,0.067,10.3,25.0,8.9,1.9,0.35
0.685,0.9964,3.21,84.0,0.61,0.111,9.3,20.0,7.6,2.3,0.23
0.98,0.998,3.25,152.0,0.48,0.078,9.4,35.0,9.8,2.3,0.32
0.695,0.99546,3.29,20.0,0.54,0.076,10.1,12.0,7.2,2.0,0.13
0.66,0.9983,3.61,23.0,0.96,0.084,9.9,6.0,7.3,2.0,0.0
0.745,0.9965,3.19,63.0,0.82,0.09,9.6,16.0,8.4,1.9,0.11
0.36,0.99667,3.2,12.0,0.67,0.062,10.5,5.0,9.2,1.6,0.34
0.4,0.9975,3.53,43.0,0.61,0.089,10.5,11.0,8.2,2.8,0.44
0.36,0.9933,3.38,38.0,0.88,0.075,13.6,18.0,7.4,1.8,0.34
0.24,0.99698,3.12,10.0,0.59,0.074,9.5,3.0,8.9,1.6,0.39
0.58,0.99565,3.08,109.0,0.49,0.102,9.8,28.0,7.7,1.8,0.1
0.87,0.99668,3.26,67.0,0.46,0.107,9.2,31.0,7.8,3.8,0.26
0.6,0.99938,3.45,98.0,0.62,0.103,9.5,13.0,7.5,2.7,0.32
0.52,0.99666,3.2,18.0,0.52,0.096,9.4,5.0,8.6,1.5,0.38
0.48,0.99402,3.45,30.0,0.54,0.078,11.2,18.0,6.1,1.7,0.09
0.57,0.99575,3.36,26.0,0.61,0.072,10.2,17.0,7.0,2.0,0.02
0.28,0.99408,3.26,12.0,0.62,0.093,12.4,6.0,8.3,2.1,0.48
0.74,0.99521,3.36,12.0,0.59,0.1,11.0,6.0,7.6,1.9,0.0
0.38,0.99472,3.23,29.0,0.76,0.056,11.3,15.0,7.2,2.0,0.31
0.69,0.99572,3.38,21.0,0.6,0.091,11.3,15.0,7.0,2.5,0.07
0.38,0.99685,3.42,70.0,0.59,0.073,9.5,31.0,7.2,1.8,0.3
0.665,0.9974,3.27,19.0,0.73,0.09,9.3,8.0,7.7,2.4,0.0
0.38,0.9968,3.23,30.0,0.73,0.066,9.7,13.0,8.1,2.1,0.28
0.61,0.99746,3.69,25.0,0.73,0.08,10.5,8.0,6.6,1.9,0.01
0.27,0.9962,3.2,18.0,1.13,0.074,12.0,6.0,9.4,2.4,0.53
0.57,0.99458,3.16,9.0,0.54,0.069,9.8,4.0,7.7,1.5,0.21
0.69,0.9968,3.21,112.0,0.71,0.115,9.3,20.0,7.7,1.8,0.49
0.34,0.9988,2.94,15.0,0.66,0.082,9.2,6.0,11.3,2.0,0.45
0.37,0.9958,3.0,24.0,0.65,0.078,12.8,12.0,11.9,2.3,0.69
0.56,0.99294,3.33,65.0,0.6,0.078,10.5,17.0,6.4,1.8,0.15
0.31,0.9982,3.03,28.0,0.93,0.079,9.8,14.0,11.5,2.2,0.51
0.61,0.99396,3.33,8.0,0.37,0.069,10.4,4.0,6.6,1.6,0.0
0.44,0.998,3.28,13.0,0.83,0.107,11.5,5.0,10.3,4.5,0.5
0.62,0.99735,3.29,18.0,0.63,0.079,9.3,6.0,7.8,2.3,0.05
0.58,0.9968,3.46,55.0,0.59,0.074,10.2,15.0,7.3,2.4,0.3
0.26,0.9974,3.26,23.0,0.7,0.076,9.6,8.0,8.3,1.4,0.37
0.4,0.9959,3.26,45.0,0.58,0.083,10.0,30.0,6.9,2.5,0.24
0.65,0.9993,3.67,31.0,0.8,0.094,9.7,5.0,7.2,2.3,0.02
0.4,0.99674,3.12,29.0,0.65,0.081,11.2,17.0,10.7,1.9,0.37
0.475,0.99704,3.07,28.0,0.65,0.091,10.0333333333333,6.0,11.6,1.4,0.4
0.67,0.99566,3.32,92.0,0.68,0.072,11.0666666666667,31.0,7.3,2.2,0.02
0.56,0.9979,3.11,46.0,0.92,0.089,10.0,15.0,9.6,2.8,0.31
0.62,0.9942,3.17,12.0,0.48,0.07,9.8,5.0,7.1,1.3,0.06
0.45,0.99974,3.21,23.0,0.69,0.073,10.9,7.0,11.7,2.2,0.63
0.42,0.9972,3.29,18.0,0.61,0.073,9.2,6.0,8.0,2.0,0.17
0.59,0.9992,3.46,68.0,0.63,0.071,9.5,21.0,9.5,2.3,0.44
0.38,0.99356,3.34,42.0,0.72,0.068,12.9,23.0,7.2,2.8,0.38
