Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11
0,1,0.145365,0,1,6,0.651739,0.196522,0.212126,1,0
1,1,0.312139,1,4,1,0.504348,0.433913,0.427513,2,0
1,2,0.0733958,1,1,4,0.769583,0.341667,0.35605,1,0
0,2,0.222633,0,8,0,0.8175,0.676667,0.624388,3,0
1,1,0.229083,0,2,1,0.507826,0.28,0.273391,1,1
1,1,0.386821,1,3,1,0.477917,0.445833,0.43875,2,0
1,1,0.249375,1,4,2,0.435,0.446667,0.436233,2,0
1,1,0.167908,1,1,5,0.542083,0.334167,0.340267,1,0
1,1,0.128733,1,8,1,0.730417,0.703333,0.654688,3,0
1,2,0.144904,1,3,5,0.657083,0.353333,0.359842,1,0
1,1,0.236321,1,9,2,0.57,0.55,0.544179,4,0
1,2,0.152992,0,5,6,0.756667,0.621667,0.584608,2,0
0,2,0.0783667,1,9,5,0.9725,0.609167,0.522125,4,0
0,1,0.253108,1,8,3,0.605,0.673333,0.630692,3,0
0,1,0.226996,1,3,2,0.314167,0.3025,0.292908,2,0
1,2,0.152987,1,11,4,0.620417,0.321667,0.324492,4,0
0,2,0.229479,1,10,5,0.585833,0.330833,0.318812,4,0
1,2,0.34913,1,1,2,0.716087,0.373043,0.364278,1,0
0,2,0.106354,0,5,0,0.762083,0.451667,0.448204,2,0
1,2,0.132463,1,12,4,0.667917,0.33,0.335217,4,0
1,1,0.151121,0,9,1,0.790833,0.7075,0.661629,3,1
1,1,0.290421,0,8,0,0.6525,0.769167,0.731079,3,0
1,2,0.215792,1,8,5,0.6425,0.765833,0.722867,3,0
0,1,0.169171,0,7,0,0.550833,0.83,0.794829,3,0
0,1,0.274246,1,12,5,0.68625,0.373333,0.377513,1,0
0,1,0.163567,1,4,1,0.5425,0.5125,0.503146,2,0
1,2,0.138067,1,3,5,0.580833,0.37,0.375621,2,0
1,1,0.268033,1,2,1,0.490833,0.366667,0.357954,1,0
1,1,0.224496,0,9,0,0.5475,0.61,0.578925,3,0
1,1,0.324021,1,12,3,0.485,0.438333,0.428012,4,0
0,1,0.125248,0,2,0,0.68,0.343478,0.351109,1,0
1,1,0.251258,0,1,0,0.419167,0.166667,0.161625,1,0
1,1,0.200875,1,3,2,0.456667,0.258333,0.255042,1,0
1,1,0.231358,0,1,1,0.5225,0.19,0.190663,1,1
1,1,0.347633,1,4,5,0.400833,0.4575,0.452637,2,0
0,1,0.155091,0,12,0,0.681304,0.274783,0.279961,1,0
1,1,0.219529,1,4,4,0.374167,0.435,0.431163,2,0
0,2,0.179725,1,5,5,0.863333,0.5125,0.4943,2,0
0,1,0.120642,1,5,3,0.632917,0.5425,0.5284,2,0
0,1,0.0739826,0,1,0,0.722174,0.216522,0.250322,1,0
0,2,0.307846,0,2,1,0.605,0.303333,0.284075,1,1
1,2,0.132467,1,10,5,0.807083,0.545833,0.52275,4,0
0,2,0.118171,1,9,2,0.885417,0.636667,0.574525,4,0
1,1,0.205717,1,2,2,0.594348,0.287826,0.295113,1,0
1,1,0.162938,1,5,5,0.735417,0.6275,0.590917,2,0
1,1,0.169158,1,8,2,0.686667,0.726667,0.676779,3,0
0,2,0.124379,1,9,5,0.897917,0.65,0.578946,3,0
1,1,0.236937,1,5,5,0.360417,0.533333,0.520833,2,0
1,2,0.157346,1,11,4,0.581667,0.365833,0.369942,4,0
0,1,0.0895652,1,1,4,0.518261,0.204348,0.233209,1,0
1,2,0.164179,1,9,5,0.69,0.619167,0.585863,4,0
0,1,0.226375,0,4,5,0.67125,0.446667,0.441913,2,1
0,1,0.228246,1,5,5,0.59,0.479167,0.474117,2,0
0,1,0.125008,1,8,2,0.548333,0.639167,0.594704,3,0
0,2,0.238804,1,6,4,0.703333,0.728333,0.693833,3,0
1,2,0.213009,1,10,2,0.825455,0.318182,0.309909,4,0
0,1,0.258083,0,10,6,0.483333,0.506667,0.498725,4,0
0,1,0.0690375,1,11,2,0.721667,0.408333,0.412246,4,0
1,1,0.166054,0,10,0,0.51,0.464167,0.456429,4,0
1,1,0.113812,1,6,3,0.592083,0.7825,0.720975,2,0
0,2,0.172888,1,3,3,0.646667,0.3,0.29735,2,0
1,1,0.220158,1,1,4,0.4975,0.19,0.190038,1,0
1,1,0.122512,0,8,0,0.530417,0.700833,0.644579,3,0
0,2,0.346539,1,2,5,0.712174,0.364348,0.350461,1,0
1,1,0.0845958,1,8,4,0.635833,0.695833,0.637008,3,0
0,1,0.240063,1,4,5,0.457083,0.51,0.497463,2,0
1,2,0.129975,0,4,6,0.489583,0.376667,0.377504,2,0
0,2,0.201492,1,5,3,0.87,0.55,0.527158,2,0
0,2,0.139308,1,8,5,0.722917,0.685,0.633221,3,0
1,1,0.194037,1,2,4,0.562083,0.265,0.261988,1,0
0,1,0.17197,0,1,6,0.4,0.0591304,0.0790696,1,0
0,2,0.292296,0,10,6,0.75375,0.41,0.412863,4,0
1,1,0.365671,1,1,2,0.44125,0.15,0.126275,1,0
1,2,0.374383,1,12,5,0.556667,0.326667,0.301767,1,0
1,1,0.147379,1,2,2,0.49625,0.354167,0.361104,1,0
1,1,0.171646,1,9,5,0.73625,0.703333,0.657204,3,0
1,1,0.168529,0,7,0,0.51875,0.815833,0.750629,3,0
1,1,0.184087,0,6,0,0.493333,0.6025,0.575133,2,0
0,1,0.0839583,0,12,0,0.775833,0.330833,0.3491,4,0
0,1,0.168537,0,7,6,0.465833,0.804167,0.728537,3,0
1,1,0.441563,1,3,4,0.5675,0.5275,0.524604,1,0
1,1,0.0727792,1,10,3,0.63625,0.5875,0.558721,4,0
1,1,0.123133,0,5,6,0.480417,0.564167,0.544817,2,0
0,1,0.353242,1,1,5,0.457083,0.1775,0.157833,1,0
1,2,0.250617,0,3,6,0.738333,0.424167,0.421708,2,0
0,2,0.277354,1,5,2,0.837917,0.561667,0.538529,2,0
0,1,0.113817,1,7,3,0.707083,0.768333,0.74685,3,0
0,1,0.0827167,1,12,5,0.695833,0.290833,0.317542,4,0
1,2,0.134954,1,10,5,0.815,0.563333,0.537896,4,0
1,2,0.121896,0,2,6,0.779583,0.264167,0.272725,1,0
1,1,0.141179,1,8,3,0.6775,0.7175,0.667308,3,0
1,1,0.15735,0,7,6,0.613333,0.755833,0.697604,3,0
1,2,0.166667,1,10,3,0.666667,0.3575,0.3611,4,0
0,1,0.281721,0,11,0,0.458333,0.440833,0.43055,4,0
0,1,0.1592,1,7,4,0.65125,0.75,0.686871,3,0
0,1,0.260883,0,2,0,0.457391,0.316522,0.324113,1,0
1,1,0.223258,0,9,0,0.467083,0.529167,0.518933,4,0
0,1,0.119412,1,12,4,0.574167,0.248333,0.263892,1,0
1,2,0.110704,0,3,6,0.755833,0.514167,0.505046,1,0
0,3,0.261877,1,3,4,0.0,0.389091,0.385668,1,0
0,1,0.162312,1,4,4,0.602917,0.4375,0.433696,2,0
1,1,0.300383,1,6,1,0.504167,0.715833,0.654042,3,0
1,1,0.215171,0,5,0,0.697083,0.69,0.641425,2,0
1,1,0.170396,0,7,0,0.62375,0.721667,0.667933,3,0
0,1,0.088913,1,9,1,0.692174,0.644348,0.60213,3,0
1,2,0.0640708,0,9,0,0.815,0.696667,0.649,3,0
0,1,0.0665417,0,12,0,0.49,0.220833,0.253154,4,0
1,1,0.168533,1,8,5,0.5875,0.764167,0.6894,3,0
0,1,0.149883,1,7,3,0.743333,0.72,0.685633,3,0
0,1,0.230104,1,2,4,0.505,0.435833,0.428658,1,0
0,1,0.215804,1,7,1,0.65125,0.746667,0.703925,3,0
0,2,0.234261,1,3,3,0.839565,0.346957,0.337939,2,0
1,1,0.083975,0,5,6,0.45625,0.6,0.566908,2,0
1,1,0.278612,0,10,0,0.640417,0.521667,0.508204,4,0
0,1,0.12065,0,5,6,0.626667,0.6025,0.571975,2,0
0,1,0.111329,1,5,2,0.636667,0.775,0.725383,2,0
0,2,0.206471,1,6,4,0.688333,0.628333,0.595346,2,0
1,1,0.148021,1,11,5,0.56875,0.368333,0.378779,4,0
1,2,0.134329,1,5,3,0.67,0.656667,0.611129,2,0
0,1,0.17725,1,10,3,0.647917,0.538333,0.527138,4,0
1,2,0.134342,1,9,4,0.690833,0.65,0.607975,4,0
0,1,0.1673,1,9,3,0.697083,0.673333,0.6269,3,0
1,2,0.207713,1,6,1,0.587917,0.720833,0.659721,2,0
1,1,0.165429,1,7,4,0.600417,0.77,0.714642,3,0
0,1,0.094113,1,2,3,0.423043,0.221739,0.245717,1,0
1,2,0.149879,0,5,0,0.74,0.5625,0.546737,2,0
1,1,0.101371,1,10,3,0.692917,0.455833,0.450108,4,0
0,2,0.135583,1,8,3,0.6575,0.731667,0.679937,3,0
1,2,0.0597042,0,12,6,0.806667,0.298333,0.316904,4,0
0,1,0.209571,0,3,6,0.394167,0.265833,0.257571,2,0
0,2,0.203346,1,3,5,0.610417,0.261667,0.255679,1,0
1,1,0.291671,1,3,3,0.48125,0.484167,0.47095,2,0
1,1,0.14055,1,5,5,0.747083,0.68,0.627529,2,0
1,1,0.112562,1,8,3,0.552083,0.685,0.635733,3,0
1,3,0.316546,1,12,3,0.823333,0.243333,0.220333,1,0
1,1,0.193417,1,2,2,0.395833,0.359167,0.353525,1,0
0,1,0.188433,0,1,0,0.48375,0.231667,0.234217,1,0
0,1,0.270604,0,3,0,0.527391,0.384348,0.380091,1,0
0,2,0.271779,1,11,5,0.6225,0.403333,0.403392,4,0
1,1,0.222587,0,3,0,0.476957,0.361739,0.35967,1,0
0,1,0.245033,0,7,0,0.604167,0.719167,0.669833,3,0
1,1,0.1561,1,8,4,0.620417,0.755833,0.699508,3,0
1,1,0.154229,1,9,5,0.66875,0.599167,0.571971,3,0
1,2,0.0908042,1,10,1,0.649167,0.520833,0.512,4,0
0,1,0.186571,0,2,6,0.537917,0.2825,0.282192,1,0
1,1,0.174758,0,1,6,0.531667,0.393333,0.390779,1,0
0,1,0.0839625,1,8,5,0.76125,0.7,0.659733,3,0
0,2,0.110087,1,10,2,0.701667,0.5325,0.522721,4,0
1,2,0.172267,0,4,0,0.67625,0.425833,0.417287,2,0
0,2,0.222021,1,7,4,0.69125,0.815,0.826371,3,0
1,1,0.182221,1,10,2,0.558333,0.468333,0.460846,4,0
1,1,0.190925,1,8,2,0.62,0.728333,0.66605,3,0
1,1,0.192167,0,1,0,0.6925,0.37,0.375621,1,0
0,2,0.184309,1,3,2,0.655652,0.317391,0.318178,1,0
0,2,0.328996,1,5,3,0.737083,0.414167,0.40465,2,0
0,1,0.264925,1,2,5,0.516667,0.521667,0.511983,1,0
1,2,0.124383,0,12,6,0.752917,0.253333,0.2424,1,0
0,2,0.0609583,1,12,3,0.66375,0.3175,0.338362,4,0
0,1,0.3265,1,4,2,0.729167,0.631667,0.594083,2,0
1,1,0.284829,0,4,1,0.561667,0.664167,0.614925,2,1
1,1,0.0659292,1,4,4,0.6125,0.498333,0.493046,2,0
1,1,0.171025,1,11,5,0.524583,0.345,0.347204,4,0
0,1,0.142122,1,11,1,0.743043,0.503478,0.490122,4,0
0,1,0.135571,1,11,2,0.68375,0.400833,0.397088,4,0
1,2,0.118167,1,5,2,0.765833,0.615,0.580825,2,0
0,1,0.235075,0,4,6,0.503333,0.4725,0.464021,2,0
0,2,0.129796,1,1,2,0.616957,0.223478,0.234526,1,0
1,1,0.0528708,0,11,4,0.580417,0.34,0.350371,4,1
1,2,0.175996,0,2,0,0.687917,0.265833,0.264521,1,0
1,1,0.347835,1,11,4,0.333478,0.352174,0.341891,4,0
0,1,0.151121,1,8,2,0.570417,0.775,0.724121,3,0
1,1,0.226987,1,3,4,0.615417,0.485833,0.475371,1,0
1,1,0.232596,0,4,0,0.275833,0.5,0.492425,2,0
1,1,0.115522,1,11,4,0.555652,0.28087,0.298422,4,0
0,2,0.122132,1,1,2,0.686364,0.169091,0.191464,1,0
1,2,0.357587,1,9,2,0.8725,0.623333,0.565067,3,0
0,3,0.266175,1,12,3,0.970417,0.41,0.400246,4,0
1,1,0.407346,0,12,6,0.44125,0.265833,0.236113,1,0
0,2,0.22015,1,3,3,0.775417,0.295833,0.286608,1,0
0,2,0.268042,1,12,4,0.634167,0.4225,0.412237,4,0
1,2,0.237563,1,6,5,0.755417,0.654167,0.607962,2,0
1,2,0.171638,1,4,1,0.57,0.464167,0.457696,2,0
1,2,0.161079,0,3,6,0.62125,0.414167,0.413492,1,0
1,1,0.290429,1,4,4,0.46625,0.3975,0.387604,2,0
0,2,0.171025,1,6,2,0.770417,0.680833,0.637646,3,0
0,1,0.248309,1,1,1,0.437273,0.196364,0.189405,1,0
1,1,0.205229,0,2,0,0.41,0.279167,0.268308,1,0
0,2,0.271146,1,9,4,0.709167,0.5775,0.553671,3,0
1,2,0.342046,1,11,2,0.662917,0.343333,0.323225,4,0
0,2,0.226992,1,4,5,0.83625,0.335833,0.324479,2,0
0,1,0.172262,1,6,3,0.7075,0.733333,0.693829,3,0
1,1,0.155471,1,4,5,0.408333,0.4425,0.431808,2,0
0,2,0.199633,1,11,2,0.68875,0.53,0.507579,4,0
0,2,0.0964042,1,9,3,0.9,0.595,0.550533,3,0
0,2,0.207092,1,6,3,0.677083,0.764167,0.720967,2,0
1,1,0.117537,0,10,6,0.572917,0.484167,0.472842,4,0
1,2,0.1163,1,3,5,0.694167,0.601667,0.570067,2,0
0,1,0.306596,1,11,1,0.587083,0.53,0.524612,4,0
1,1,0.214558,1,11,5,0.540833,0.361667,0.355413,4,0
0,1,0.292287,1,6,4,0.305,0.715,0.643942,2,0
0,1,0.169779,0,12,0,0.58625,0.238333,0.245579,4,0
1,2,0.113187,0,9,6,0.638333,0.753333,0.702654,3,0
1,2,0.189679,0,10,1,0.709583,0.383333,0.387608,4,1
1,1,0.167283,1,2,1,0.41125,0.2225,0.227913,1,0
1,2,0.100742,0,12,0,0.83875,0.3625,0.369938,4,0
1,2,0.147392,1,5,2,0.794583,0.611667,0.576404,2,0
1,1,0.191542,0,1,0,0.465,0.3375,0.340258,1,0
1,1,0.199625,1,11,3,0.552083,0.289167,0.281563,4,0
0,1,0.0926667,0,10,6,0.629167,0.4225,0.425492,4,0
0,2,0.208317,1,1,3,0.741739,0.292174,0.298422,1,0
1,2,0.237567,1,2,5,0.7375,0.4075,0.410971,1,0
0,1,0.119408,0,6,6,0.670417,0.696667,0.643954,2,0
1,1,0.1538,1,2,1,0.622174,0.282609,0.296426,1,0
1,1,0.180975,1,4,3,0.469583,0.541667,0.53345,2,0
1,2,0.142421,1,9,4,0.810417,0.696667,0.655329,3,0
1,1,0.145525,0,6,0,0.479167,0.743333,0.674254,3,0
1,1,0.0920542,1,9,2,0.52,0.5775,0.554292,3,0
1,1,0.225129,0,4,0,0.507917,0.606667,0.573875,2,0
1,1,0.187552,1,1,2,0.646522,0.308696,0.318826,1,0
0,1,0.10855,1,2,5,0.506364,0.189091,0.213509,1,0
1,1,0.174129,1,12,2,0.73375,0.475833,0.469054,4,0
0,1,0.125621,1,8,5,0.415,0.708333,0.654042,3,0
1,1,0.234471,1,2,3,0.567917,0.395833,0.392667,1,0
0,1,0.295392,1,5,4,0.444167,0.459167,0.441917,2,0
1,1,0.194029,1,7,4,0.457917,0.8275,0.761367,3,0
1,1,0.126237,1,7,2,0.492083,0.780833,0.70265,3,0
1,1,0.162317,1,3,1,0.72875,0.545,0.532821,1,0
1,1,0.100133,1,4,2,0.396667,0.466667,0.461483,2,0
1,1,0.186562,0,6,6,0.549167,0.583333,0.566288,2,0
1,1,0.0901833,0,9,0,0.57,0.58,0.563125,3,0
0,1,0.212204,1,3,1,0.302174,0.264348,0.257574,2,0
1,1,0.221404,1,12,2,0.66625,0.410833,0.409708,4,0
1,2,0.155471,1,12,5,0.59,0.253333,0.255046,1,0
1,2,0.180967,1,1,4,0.802917,0.3825,0.381938,1,0
0,1,0.240058,1,12,4,0.58,0.265833,0.256938,4,0
0,2,0.251871,0,3,6,0.789167,0.384167,0.378779,1,0
0,1,0.2466,0,1,0,0.436522,0.0965217,0.0988391,1,0
1,2,0.212692,1,5,1,0.789583,0.573333,0.5499,2,0
1,1,0.138683,1,7,1,0.694167,0.741667,0.690017,3,0
1,2,0.151737,1,7,2,0.6675,0.720833,0.664796,3,0
1,1,0.0771167,1,8,4,0.590417,0.706667,0.652779,3,0
1,2,0.233204,1,5,1,0.81125,0.598333,0.565667,2,0
1,1,0.350754,0,12,0,0.483333,0.255833,0.2317,1,0
0,3,0.29385,1,1,3,0.8625,0.2175,0.2036,1,0
1,2,0.0939208,0,7,0,0.7625,0.6675,0.623125,3,0
0,3,0.243339,1,10,3,0.895217,0.541739,0.513848,4,0
0,2,0.18845,1,12,2,0.7625,0.325,0.327633,1,0
0,1,0.206467,0,9,0,0.742083,0.709167,0.665429,3,0
1,1,0.231354,1,8,5,0.570833,0.723333,0.2424,3,0
0,1,0.209571,0,6,6,0.483333,0.695,0.643313,3,0
1,2,0.296029,1,5,2,0.685833,0.581667,0.557471,2,0
0,1,0.14055,1,12,2,0.59,0.2825,0.301138,4,0
1,1,0.182842,1,6,5,0.57375,0.7775,0.724121,3,0
0,1,0.241925,1,4,3,0.614167,0.595,0.564392,2,0
0,2,0.250496,1,2,4,0.697391,0.295652,0.289191,1,0
0,2,0.243787,1,3,4,0.805833,0.285,0.270833,2,0
1,1,0.166667,0,6,6,0.504167,0.631667,0.594708,2,0
0,2,0.22825,0,8,6,0.755,0.716667,0.676154,3,0
0,1,0.126871,1,5,1,0.787917,0.5775,0.550512,2,0
0,2,0.0615708,1,12,2,0.595417,0.385833,0.396454,4,0
0,1,0.100754,1,12,5,0.625833,0.314167,0.331433,4,0
1,2,0.133721,1,2,3,0.722917,0.256667,0.266421,1,0
1,1,0.122512,1,5,3,0.697917,0.636667,0.595975,2,0
1,1,0.1505,0,11,0,0.468333,0.245833,0.257583,4,0
1,2,0.110708,1,1,1,0.91125,0.218333,0.243058,1,0
0,1,0.1331,1,7,5,0.580417,0.848333,0.840896,3,0
0,2,0.149883,1,6,4,0.568333,0.808333,0.757579,2,0
1,2,0.253112,0,2,0,0.515833,0.28,0.265788,1,0
0,1,0.121896,1,6,1,0.6,0.678333,0.621858,2,0
0,1,0.0820917,1,11,3,0.71875,0.3775,0.390133,4,0
1,1,0.123767,1,1,2,0.835833,0.3425,0.349108,1,0
1,2,0.303496,1,4,1,0.766667,0.321667,0.301125,2,0
0,1,0.113837,1,1,4,0.6875,0.195,0.2197,1,0
1,2,0.206479,0,8,6,0.732917,0.6925,0.638267,3,0
1,2,0.270529,0,11,6,0.49125,0.343333,0.323846,4,0
1,1,0.146775,1,7,4,0.529583,0.715833,0.654683,3,0
1,2,0.1107,1,8,3,0.672917,0.75,0.707717,3,0
1,1,0.179729,0,11,6,0.545417,0.325,0.326383,4,0
1,1,0.283583,0,9,6,0.646667,0.65,0.610488,3,0
1,1,0.144287,0,6,6,0.437083,0.710833,0.648367,2,0
0,2,0.141787,1,10,4,0.896667,0.589167,0.551804,4,0
0,2,0.3122,1,4,3,0.835417,0.62,0.575142,2,0
1,1,0.151733,1,7,3,0.633333,0.716667,0.650271,3,0
0,1,0.148008,0,5,0,0.749583,0.604167,0.5745,2,0
1,1,0.247521,0,9,6,0.501667,0.608333,0.585867,3,0
0,1,0.131225,0,5,1,0.685,0.733333,0.671092,2,1
0,1,0.143667,1,8,3,0.575417,0.723333,0.666671,3,0
1,1,0.190917,0,4,6,0.502917,0.495,0.487996,2,0
0,1,0.15485,0,6,6,0.654583,0.725,0.678038,2,0
1,1,0.164187,1,7,1,0.645,0.763333,0.724125,3,0
0,1,0.136817,1,11,4,0.702083,0.408333,0.405921,4,0
1,2,0.1847,1,1,3,0.414583,0.1075,0.119337,1,0
1,2,0.235067,1,11,1,0.623333,0.380833,0.375621,4,0
0,1,0.261821,1,6,3,0.497917,0.728333,0.654688,3,0
0,1,0.057225,1,11,1,0.75875,0.395,0.400871,4,0
1,1,0.205846,1,2,5,0.634583,0.343333,0.351629,1,0
0,1,0.167912,1,6,3,0.471667,0.626667,0.587754,2,0
0,2,0.102,0,6,0,0.666667,0.699167,0.645846,2,0
1,1,0.295274,1,4,3,0.469565,0.348696,0.337274,2,0
0,1,0.201487,0,8,0,0.752917,0.7425,0.715292,3,0
0,2,0.146775,1,1,2,0.861667,0.216667,0.232333,1,0
1,1,0.22575,0,3,6,0.350417,0.2875,0.277767,1,0
0,1,0.184696,1,8,5,0.630833,0.710833,0.656567,3,0
0,2,0.189067,1,11,4,0.813333,0.38,0.373721,4,0
1,2,0.342667,1,1,5,0.74125,0.425,0.415383,1,0
1,3,0.344546,0,4,0,0.835417,0.396667,0.389504,2,0
0,1,0.189062,0,11,6,0.519167,0.326667,0.323854,4,0
0,3,0.136829,1,11,3,0.93,0.456667,0.451988,4,0
0,1,0.0920542,0,11,0,0.734583,0.348333,0.362358,4,0
0,1,0.187808,1,6,2,0.597917,0.7075,0.65595,2,0
0,1,0.240679,1,5,5,0.65375,0.681667,0.637008,2,0
1,2,0.187187,1,2,4,0.672917,0.399167,0.398971,1,0
1,1,0.118792,1,4,3,0.427917,0.476667,0.470317,2,0
1,2,0.0895583,1,3,3,0.82125,0.531667,0.513258,2,0
1,2,0.091425,1,2,4,0.752917,0.316667,0.330162,1,0
1,1,0.181596,1,10,4,0.463333,0.435,0.431167,4,0
0,1,0.144283,1,6,2,0.634167,0.744167,0.692558,3,0
0,1,0.224496,0,11,6,0.502083,0.329167,0.324483,4,0
1,1,0.178496,1,2,5,0.526667,0.313333,0.309346,1,0
1,1,0.227604,0,9,6,0.542917,0.5425,0.530296,4,0
1,1,0.0584708,1,11,5,0.649583,0.298333,0.323867,4,0
